Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Vietnam,VNM,GDP (constant 2015 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34363461871.3872,35671285632.7781,36666261797.554,37980186154.005,39930473145.9002,42871157989.3485,45057980663.6624,47743816570.207,51871769609.8703,56059237857.5591,61014303213.8435,66835360715.8182,73077795100.1816,79035158446.8186,83591104956.3439,87581398975.8632,93525825639.1058,99317780239.9242,105595479337.864,112880578501.787,121387722398.683,130549154518.548,139658815528.085,149615797043.407,158086701163.069,166620059320.595,177322462648.35,188694467261.171,199081240293.607,210137217460.653,223632747882.053,239258340825.533,255264745870.371,272980598575.506,293358576393.691,314947658367.676,323972206194.572,332270919943.164,358918378057.646
Vietnam,VNM,GDP (constant LCU),NY.GDP.MKTP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,530956366485830,551163799454919,566537364876432,586839059296787,616973313485056,662410392708944,696199404585810,737698764552900,801480549844700,866181915902900,942743570462600,1.0326858339028E+15,1.1291388714679E+15,1.2211872223647E+15,1.2915820159293E+15,1.3532368055935E+15,1.4450852693417E+15,1.5345778583367E+15,1.6315757776793E+15,1.7441392264972E+15,1.8755847202479E+15,2.017139745419E+15,2.1578948453459E+15,2.311742055104E+15,2.4426276011837E+15,2.574478136447E+15,2.739843E+15,2.915554E+15,3.076042E+15,3.24687E+15,3.455392E+15,3.696826E+15,3.944144E+15,4.217875E+15,4.532739E+15,4.866316E+15,5.005756E+15,5.133981E+15,5.5457159290797E+15
Vietnam,VNM,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117000003600,599000000000,2870000000000,15420000000000,28093000000000,41955000000000,76707000000000,110532000000000,140258000000000,178534000000000,228892000000000,272036000000000,313623000000000,361017000000000,399942000000000,441646000000000,481295000000000,535762000000000,613443000000000,715307000000000,914001000000000,1.061565E+15,1.246769E+15,1.616047E+15,1.809149E+15,2.739843E+15,3.539881E+15,4.073762E+15,4.473656E+15,4.937032E+15,5.191324E+15,5.639401E+15,6.293905E+15,7.009042E+15,7.7072E+15,8.044386E+15,8.479667E+15,9.5133270338023E+15
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14094687820.7445,26336616250.4397,36658108850.3148,25423812648.5941,6293304974.59403,6471740805.56984,9613369520.41885,9866990236.43587,13180953598.1716,16286433533.3228,20736164458.9505,24657470574.7501,26843700441.5482,27209602050.0452,28683659006.7752,31172518403.3162,32685198809.2947,35064105500.8344,39552513231.0669,45427854693.2554,57633255739.4104,66371664817.0436,77414425532.2452,99130304099.1274,106014659563.143,147201164066.172,172595034069.162,195590647205.685,213708830776.947,233451484773.974,239258340825.533,257096001174.075,281353626107.245,310106472642.968,334365257920.289,346615750166.553,366137590717.804,408802379068.229
Vietnam,VNM,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0212278099025569,0.105730007786979,0.489060834403071,2.49929772697916,4.24102645568602,6.02629070402039,10.3981467349332,13.7909772135353,16.1926723965134,18.9377053945215,22.1647274016489,24.0923421267349,25.6818114582547,27.951535059138,29.5544725318489,30.5619335668122,31.3633483883096,32.8370895994822,35.1716761300067,38.1378133591031,45.3117342056112,49.1944731361475,53.9320118889264,66.1601874643872,70.2724553915529,100,121.413666150584,132.435187816031,137.783650099942,142.879071318102,140.426517233973,142.981620346519,149.219808552885,154.631493231796,158.378535220483,160.702719029853,165.167479194021,171.543713299809
Vietnam,VNM,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.65171756107337,13.2027620110038,17.510715581439,20.5602022574931,24.0456327201442,28.1430555254253,30.5905915251547,32.60877667322,35.4906960476164,37.525981999066,38.8051780538105,39.8227525726211,41.6939951096735,44.6582724123836,48.4244439164048,57.533333417264,62.4633348259294,68.4786948958841,84.0050859025808,89.2265254679075,100,121.413666150584,132.435187816031,137.783650099942,142.879071318102,140.426517233973,142.981620346519,149.219808552885,154.631493231796,158.378535220483,160.702719029853,165.167479194021,171.543713299809
Vietnam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.80585566810947,2.78929157479443,3.5834696313072,5.13501167157808,7.36451289395819,5.10091813908369,5.96084393260566,8.64604745955573,8.07273065712411,8.83898095238953,9.54048017490756,9.34001749598691,8.15208414330255,5.764455463945,4.77358688056979,6.78731640822592,6.19289331180906,6.32082098771673,6.89906349173721,7.53641061182286,7.5472477272256,6.97795481183493,7.12950448396103,5.66177120802571,5.39789754276931,6.42323821717194,6.41317768937854,5.50454561980331,5.5535002447951,6.42224665601026,6.98716672377549,6.69000921330894,6.94018778219049,7.464991257446,7.3592809998546,2.86541194612104,2.56155114232494,8.01979845814972
Vietnam,VNM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,588.34630223827,596.39696645312,598.915367498239,606.414001376112,623.548146261583,654.857812997251,673.385459683998,698.429501419231,743.268389814626,787.6098526971,841.563978397227,906.130249074565,975.066825050623,1039.13502653761,1083.79117089627,1121.06037479124,1183.85409718642,1244.30651883382,1309.43027248009,1385.4487328209,1474.74077137354,1570.19322785345,1663.55951305493,1765.12260476896,1846.8667835108,1926.62381821432,2028.60553368665,2135.78215231252,2229.32009199513,2327.93265665659,2451.15923163041,2595.23497870737,2741.05293745428,2903.02829038899,3090.77224054251,3288.35307286665,3352.06015678922,3409.0247166398,3655.46258103678
Vietnam,VNM,GDP per capita (constant LCU),NY.GDP.PCAP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9090650.29713768,9215042.63674865,9253954.92891744,9369817.74309793,9634560.66525406,10118332.2639385,10404606.446707,10791566.6852193,11484380.8536167,12169509.2060761,13003164.6347951,14000790.3281751,15065942.4375642,16055872.3694241,16745862.9250521,17321716.4626251,18291954.1763295,19226016.0081469,20232255.4766079,21406831.1244127,22786499.3465339,24261353.3543868,25703973.5341696,27273244.1259212,28536288.9346363,29768630.0039489,31344368.830783,33000375.0914681,34445647.5371933,35969328.9758814,37873326.1560105,40099467.8483995,42352528.7837153,44855240.6809146,47756108.0608165,50808966.9727243,51793317.2086097,52673487.4263231,56481245.606639
Vietnam,VNM,GDP per capita (current LCU),NY.GDP.PCAP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1956.15173336857,9784.20726694798,45824.1088364417,240796.355711123,429121.148187846,627011.83108781,1122122.93892727,1583808.34663789,1970568.75800344,2462501.01050209,3103237.01031642,3629738.39667492,4123438.86989352,4680725.74645114,5119341.93399128,5590374.88344156,6029922.3818273,6643683.85884987,7529141.31277591,8690272.59185433,10993239.9466239,12644934.3551895,14709009.2644877,18879662.2545346,20919147.2402014,31344368.830783,40066965.2419956,45618158.0103301,49559854.3794256,54113056.6889837,56310286.1288642,60556331.9126819,66932904.2699967,73845983.0038309,80470497.6520598,83233269.0299925,86999471.3856376,96890026.0316136
Vietnam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,235.652539858881,430.188501008969,585.304937175943,397.01436018572,96.1303618906514,96.7192957412953,140.631004461734,141.383685201224,185.187122026908,224.637094521393,281.133604499166,329.001189952993,352.93443979701,352.783068017119,367.156883682362,394.583136574358,409.497733935821,434.810292146332,485.450908058518,551.903505134912,693.189842514919,790.592516384921,913.312331601755,1158.10162735417,1225.84500946092,1684.01166738777,1953.55697860752,2190.23228396054,2367.49954241069,2558.7789242001,2595.23497870737,2760.7171010752,2992.07174595941,3267.22500852051,3491.09127859728,3586.34729656749,3756.48912237473,4163.5143004093
Vietnam,VNM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.36835468910444,0.422269258023931,1.2520356439,2.8254863585916,5.02121077953346,2.82926252371433,3.71912422150997,6.41995910886932,5.9657404364435,6.85036195463611,7.67217613095856,7.60779987716596,6.57064724601435,4.29743423310936,3.43878091054665,5.60127927158867,5.10640811152983,5.23373884654308,5.8054607365096,6.44499045235982,6.47249051038345,5.94616532190241,6.10516731845156,4.63107653377672,4.31850501701628,5.29328634413177,5.28326561503043,4.37956369198638,4.423436769603,5.29339088145286,5.87786159372139,5.61868038706596,5.90923840694401,6.46717604423905,6.39260407908463,1.93735534204778,1.69938954511899,7.22898438354207
Vietnam,VNM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2099.39464903207,2177.47374392931,2317.26666789594,2455.50878252283,2623.72002195352,2825.01644322102,3039.93804071831,3239.68164587131,3378.90483396474,3495.09796838066,3690.86816640528,3879.33895784048,4082.37342786605,4319.37401433852,4597.75725716435,4895.34665932477,5186.43206476845,5503.07242018039,5757.9239156681,6006.58014884221,6324.5256356102,6658.66712383018,6950.28769155568,7257.72927289715,7641.90925242922,8091.0901014048,8545.70259403227,9050.68853386204,9636.01249456265,10252.0046223512,10450.6223815693,10628.2191657215,11396.5314694602
Vietnam,VNM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1184.12196042959,1269.69440116839,1382.00108709768,1499.16006806348,1636.06441366739,1798.52487006183,1970.78873528656,2136.5002368994,2253.39535166683,2363.7322712976,2552.6825664822,2743.48041039039,2932.06285595674,3163.5092423032,3457.7917897648,3797.04544109641,4146.95161233116,4519.04462775806,4819.01114836551,5059.34195261316,5391.16862073077,5793.92938147665,6364.97802344032,6724.63549773754,7240.73594019628,7595.68673804854,8277.68412933015,9050.68853386204,9867.66788092648,10686.8040546891,11036.0005278922,11727.7957329063,13456.5514254011
Vietnam,VNM,GDP per person employed (constant 2017 PPP $),SL.GDP.PCAP.EM.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4642.76359223545,4916.29104103695,5189.83554756535,5514.36164570016,5897.71662551171,6296.52390326364,6819.67028232019,7028.16983223391,7190.73624147129,7610.7505247568,7862.09192908785,8178.36957684494,8628.55283086867,9152.63830665682,9507.41460827348,9836.64323606217,10197.4795320581,10462.0525856446,10709.2347906391,11089.8218483062,11598.5106109494,12088.0438451979,12500.4190423918,13134.1297168413,13943.7155534029,14829.1364975888,15769.1069923648,16749.2047760593,17872.6720718125,18843.2870831209,19281.7051117539,20391.5809339051
Vietnam,VNM,GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.86273612377144,8.21985475335995,8.55603120446106,8.52228207753979,9.26894633177161,9.52106331544585,9.85767679937972,9.89363026456672,9.81898115773361,9.99673026187491,10.1469342607769,10.1039244845497,9.84445242414352,10.0232789659464,9.71180768179717,9.86647708455648,10.3004023831224,10.2551173432667,10.1338885870079,9.78957742896676,9.38406186340683,9.99087098367148,10.3571002781017,10.932169311308,..,..,..,..,..,..,..,..,..
Vietnam,VNM,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.43482054101327,4.79303302180132,5.10275515098285,5.20310294565276,5.77980619834332,6.06151132442204,6.39072182791024,6.52463597186472,6.54828933816962,6.7607815692786,7.01783456436843,7.14552638804651,7.0705323263758,7.34104885145279,7.30386729607473,7.65287209277325,8.23596448134641,8.42135618044412,8.48141149350677,8.24576024250226,7.99918646358907,8.69339161461784,9.48489020631168,10.1291810501431,..,..,..,..,..,..,..,..,..
Vietnam,VNM,"GDP, PPP (constant 2017 international $)",NY.GDP.MKTP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140475981684.954,148849535715.99,161719137217.323,174774287585.902,190222553575.294,208370698587.348,227832558291.917,246405660149.713,260609604689.682,273050030588.654,291582800117.464,309640211844.323,329212015340.99,351924561301.793,378447041285.352,407009377007.513,435410307415.028,466452904805.811,492862401069.106,519466608505.649,552833186228.631,588287360787.326,620669906937.401,655138811738.54,697213442167.643,745928907792.47,795831620448.521,851063829337.698,914595669793.043,981903335145.615,1010038910610.24,1035911573862.9,1118989594291.35
Vietnam,VNM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79232694483.0264,86794811024.478,96448124221.1848,106704824164.314,118616448392.904,132657593728.626,147703615468.14,162499223327.737,173800832122.989,184663541571.692,201664837915.585,218978507600.408,236448315905.423,257749525411.778,284615084926.067,315694312782.954,348144052368.103,383044476361.033,412494058648.329,437546680518.513,471247505000.721,511888544813.819,568400977454.079,607017641979.907,660612192834.722,700256979150.755,770871991122.904,851063829337.698,936583085580.657,1023546996893.61,1066614938680.09,1143085134600.98,1321256477062.45
Vietnam,VNM,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53271212100780.6,97396612242035,140344979523859,178088753827465,226688656446211,290629347638467,345410259922487,398214214102803,458391447479145,507815400071753,560767911797434,611111143559652,680269124956225,778902447020359,908241470961103,1.16052773522406E+15,1.34789308243988E+15,1.58305078869451E+15,2.05193141465452E+15,2.29711739008259E+15,2.739843E+15,3.539881E+15,4.073762E+15,4.47365599999999E+15,4.93703199999999E+15,5.19132399999999E+15,5.63940100000001E+15,6.293905E+15,7.00904199999998E+15,7.7072E+15,8.04438600000001E+15,8.47966699999999E+15,9.51332703380232E+15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/19/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
